uid,浏览量,点赞量,完整观看数,观看作者数,观看作品数,bgm收听数,观看作品平均时长,所在过的城市数,观看作品的所在城市数
962,82,0,67,82,82,68,10.902439024390244,1,63
7087,158,0,38,156,158,125,11.41139240506329,2,91
1784,132,0,59,130,132,105,11.56060606060606,1,93
46183,28,0,7,28,28,28,10.964285714285714,1,23
51400,25,0,10,25,25,21,12.68,1,20
4099,26,0,10,25,26,26,10.5,1,20
15659,42,0,35,41,42,42,12.785714285714286,1,31
60167,1,0,0,1,1,1,18.0,1,1
49700,17,0,12,17,17,17,13.058823529411764,1,15
51839,3,0,1,3,3,3,13.666666666666666,1,3
60407,4,0,1,4,4,4,7.75,1,4
20946,36,0,12,36,36,35,11.194444444444445,1,30
44486,19,0,12,19,19,19,10.473684210526315,1,16
10846,13,0,9,12,13,13,10.153846153846153,1,11
580,110,0,26,107,110,96,11.590909090909092,1,71
25623,19,0,11,19,19,19,11.210526315789474,1,19
53689,19,0,16,18,19,19,12.368421052631579,1,15
44154,71,0,40,69,71,67,12.04225352112676,1,45
30368,20,0,11,20,20,20,10.1,1,20
47819,62,0,12,60,62,55,11.209677419354838,1,46
13145,46,5,9,46,46,42,10.956521739130435,1,35
69293,8,0,5,7,8,8,12.0,1,7
21922,33,0,15,31,33,33,9.666666666666666,1,24
7833,93,2,24,92,93,91,10.408602150537634,1,60
32202,93,0,17,82,93,68,11.010752688172044,1,65
63435,37,0,7,37,37,30,12.945945945945946,1,18
1467,210,4,69,202,210,155,11.633333333333333,1,114
27220,3,0,1,3,3,3,9.0,2,3
57900,3,0,2,3,3,3,10.0,1,3
1265,41,0,22,41,41,41,12.707317073170731,1,36
47138,6,0,3,6,6,6,14.0,1,6
12203,44,4,28,43,44,41,9.909090909090908,1,31
43899,71,0,15,63,71,61,10.619718309859154,1,23
48177,17,0,10,17,17,17,9.823529411764707,2,17
20454,101,0,47,99,101,81,9.366336633663366,2,67
31825,29,0,13,28,29,27,11.551724137931034,2,23
54452,21,0,9,21,21,19,11.095238095238095,1,18
61901,4,0,4,4,4,4,7.5,1,4
5817,91,0,13,87,91,83,10.956043956043956,5,66
20960,42,0,31,38,42,39,11.0,1,34
37782,28,0,17,28,28,26,13.392857142857142,1,25
17420,1,0,0,1,1,1,10.0,1,1
43767,16,0,7,16,16,15,14.25,1,14
31449,26,0,2,25,26,25,11.961538461538462,1,20
33755,81,0,33,78,81,75,10.506172839506172,1,51
17248,19,10,13,19,19,19,11.526315789473685,1,17
33474,47,0,11,47,47,41,10.97872340425532,2,41
2324,3,0,3,3,3,3,9.333333333333334,1,3
15781,14,0,8,14,14,12,13.714285714285714,1,13
1530,158,0,15,156,158,144,11.405063291139241,2,96
39091,13,0,8,13,13,12,9.538461538461538,1,12
7218,9,0,5,9,9,9,11.444444444444445,1,8
32877,76,0,47,73,76,73,11.381578947368421,1,57
33663,10,0,8,10,10,9,11.0,3,10
48409,42,0,22,37,42,40,12.166666666666666,1,27
52817,23,0,13,23,23,23,9.217391304347826,2,21
57505,6,0,2,6,6,6,11.0,1,6
48533,14,0,9,14,14,14,11.0,1,12
4693,21,0,10,21,21,20,12.523809523809524,2,20
10009,5,0,2,5,5,4,12.2,1,5
47403,82,1,47,77,82,75,12.0,1,54
68715,5,0,4,5,5,5,8.6,1,5
53445,4,0,1,4,4,4,12.5,1,4
15694,14,0,9,14,14,12,13.214285714285714,1,13
5886,47,3,22,47,47,44,10.212765957446809,2,39
51668,21,0,5,21,21,20,9.761904761904763,1,2
14736,66,0,25,64,66,52,10.151515151515152,1,58
20340,21,0,10,21,21,21,9.380952380952381,1,19
3454,53,0,8,52,53,51,12.018867924528301,4,18
9222,74,0,17,74,74,68,11.68918918918919,1,58
59862,24,0,5,24,24,24,9.208333333333334,2,22
34851,14,0,9,14,14,14,9.928571428571429,1,13
35479,49,5,33,47,49,48,11.795918367346939,1,39
32241,98,0,36,97,98,85,11.683673469387756,1,72
62815,12,0,11,12,12,12,12.916666666666666,1,12
1837,64,1,25,63,64,50,10.9375,1,47
69173,12,0,3,12,12,10,14.166666666666666,1,12
14588,10,0,7,10,10,8,9.6,2,10
11697,53,2,28,52,53,49,9.452830188679245,1,39
21865,24,0,5,24,24,24,10.875,1,19
16834,15,0,5,15,15,15,10.333333333333334,1,15
22653,8,0,2,8,8,8,10.875,1,6
34250,14,0,7,14,14,14,10.285714285714286,1,14
26149,52,0,17,52,52,44,11.384615384615385,1,42
16846,86,2,33,85,86,79,10.546511627906977,1,52
19398,11,0,1,11,11,10,10.181818181818182,2,11
37325,116,0,42,115,116,88,12.35344827586207,1,84
46386,23,0,10,23,23,22,10.869565217391305,1,21
24003,15,2,5,15,15,15,9.4,1,14
1178,89,0,30,89,89,74,11.235955056179776,1,61
20751,14,0,14,14,14,14,11.928571428571429,2,13
36163,31,0,18,30,31,29,10.064516129032258,1,25
12057,59,0,40,58,59,57,10.677966101694915,1,50
30206,19,0,9,19,19,19,11.263157894736842,1,14
630,48,0,20,44,48,47,12.291666666666666,1,29
12090,12,0,6,11,12,12,15.833333333333334,1,8
9991,144,0,83,138,144,109,11.23611111111111,1,84
1932,23,1,13,23,23,23,9.782608695652174,1,17
8557,26,0,13,26,26,25,10.846153846153847,1,22
12202,6,0,2,6,6,6,12.333333333333334,1,5
35629,46,5,31,45,46,45,11.652173913043478,2,37
4046,56,0,24,56,56,53,11.625,1,44
53359,10,0,7,10,10,10,11.8,2,10
16161,85,0,47,85,85,81,11.623529411764705,1,65
3070,45,0,22,44,45,39,10.422222222222222,1,39
34469,6,0,1,6,6,6,9.833333333333334,1,6
2317,97,0,20,93,97,86,10.54639175257732,1,68
25650,20,0,10,20,20,19,10.0,1,19
33129,4,0,3,4,4,4,10.5,1,4
37130,3,0,1,3,3,3,10.0,1,3
4380,51,8,22,51,51,46,12.313725490196079,1,43
47001,86,0,21,85,86,76,12.790697674418604,2,68
53951,16,0,3,15,16,16,11.6875,1,10
23256,6,0,3,6,6,6,7.0,1,5
13421,49,0,26,49,49,45,10.938775510204081,1,42
33025,7,0,5,7,7,7,9.285714285714286,1,5
10114,44,0,27,44,44,40,13.204545454545455,1,32
27151,6,0,0,6,6,6,11.0,1,6
4226,44,0,15,41,44,43,10.613636363636363,1,39
11454,33,0,20,32,33,32,10.515151515151516,1,29
49463,7,0,3,7,7,7,13.142857142857142,2,7
14155,22,0,12,21,22,20,11.590909090909092,1,18
27337,24,0,10,24,24,21,10.5,2,22
16849,25,0,14,25,25,23,12.4,1,18
29006,77,0,18,77,77,70,9.753246753246753,1,53
62108,37,0,10,37,37,34,9.675675675675675,1,33
7228,217,0,47,199,217,171,10.949308755760368,1,92
14130,47,0,21,47,47,46,9.0,2,45
40137,26,0,11,26,26,24,11.423076923076923,1,24
54725,2,0,1,2,2,2,9.5,1,2
4078,63,0,26,60,63,61,11.412698412698413,1,50
8257,39,0,15,39,39,31,9.58974358974359,2,36
37378,17,0,9,17,17,17,14.470588235294118,1,17
3965,124,0,8,116,124,111,10.89516129032258,1,87
13305,41,0,17,40,41,35,10.707317073170731,1,34
35190,71,0,34,68,71,68,11.380281690140846,1,51
65872,1,0,0,1,1,1,8.0,1,1
9757,55,0,25,55,55,55,11.309090909090909,1,44
53026,51,0,27,51,51,38,10.862745098039216,1,44
8074,46,0,21,46,46,42,10.195652173913043,1,36
6506,51,0,28,51,51,49,10.941176470588236,2,41
58268,11,0,7,11,11,11,10.181818181818182,1,10
24471,11,0,6,11,11,11,12.545454545454545,1,8
13571,23,1,17,23,23,23,10.826086956521738,1,17
14062,37,3,21,37,37,34,10.378378378378379,1,29
15359,14,0,4,14,14,14,14.0,1,14
35995,10,0,1,10,10,10,12.0,1,9
15669,5,0,4,5,5,5,16.0,1,5
1013,76,0,33,72,76,74,11.355263157894736,1,47
34322,17,0,7,17,17,17,9.0,1,14
7913,10,0,6,9,10,9,11.5,1,8
30976,102,0,23,85,102,71,10.27450980392157,1,56
39349,25,0,20,25,25,23,9.88,1,23
18392,66,0,36,66,66,53,11.030303030303031,1,50
19042,25,0,8,25,25,24,9.08,2,23
582,39,0,3,39,39,36,11.025641025641026,2,32
17878,20,0,6,20,20,20,11.8,1,15
36517,48,0,22,48,48,42,12.8125,1,39
10903,78,0,27,77,78,72,12.820512820512821,3,62
43676,9,0,5,9,9,9,10.555555555555555,1,9
39120,132,1,83,131,132,93,11.825757575757576,6,90
48102,52,1,8,51,52,46,10.288461538461538,2,35
39386,4,0,2,4,4,4,9.0,1,4
43993,52,0,23,52,52,48,11.98076923076923,1,41
11543,80,0,31,78,80,71,11.7125,1,62
49744,12,0,4,12,12,12,12.166666666666666,1,11
37005,11,0,2,10,11,11,12.636363636363637,1,10
49450,3,0,3,3,3,3,6.333333333333333,1,3
11060,133,0,36,133,133,98,11.052631578947368,2,89
62944,5,0,3,5,5,5,9.4,1,4
5476,26,0,18,26,26,23,9.73076923076923,1,26
23932,74,2,52,73,74,60,11.837837837837839,1,48
44243,107,0,43,103,107,100,12.261682242990654,1,64
39619,13,0,3,13,13,13,13.692307692307692,1,12
4940,133,0,21,130,133,104,10.721804511278195,3,84
8582,75,0,21,75,75,69,11.733333333333333,5,54
566,132,0,58,127,132,124,12.621212121212121,1,90
18740,28,0,10,28,28,28,11.892857142857142,1,26
36138,86,0,38,85,86,75,11.0,2,66
15308,28,1,21,28,28,26,11.464285714285714,1,26
14229,16,0,11,16,16,15,9.875,1,14
30921,59,3,21,58,59,54,12.05084745762712,1,46
34757,56,0,32,52,56,48,11.589285714285714,1,40
44488,156,0,32,142,156,134,10.91025641025641,1,86
44983,40,0,13,40,40,37,12.175,1,34
14272,27,0,19,27,27,25,9.851851851851851,2,24
16979,18,1,8,18,18,17,10.722222222222221,1,15
33994,61,1,28,61,61,53,11.344262295081966,1,42
4791,30,0,8,29,30,26,9.866666666666667,2,21
62974,9,0,7,9,9,9,10.666666666666666,1,8
33005,4,0,1,4,4,4,12.25,1,4
16238,6,0,5,6,6,6,14.666666666666666,1,6
4547,34,0,20,34,34,29,9.382352941176471,1,29
23593,24,0,13,24,24,24,9.75,5,24
21776,29,0,9,29,29,28,14.241379310344827,1,24
35708,2,0,2,2,2,2,10.0,1,2
17541,44,0,31,44,44,38,12.409090909090908,1,34
32474,58,0,19,56,58,50,10.10344827586207,1,45
54962,23,0,20,22,23,20,9.521739130434783,1,20
38110,15,0,11,15,15,14,13.333333333333334,1,15
4520,55,0,34,47,55,50,12.818181818181818,1,36
4821,64,0,32,63,64,53,11.203125,1,41
15312,102,1,11,102,102,85,10.980392156862745,1,69
21278,34,0,14,34,34,30,12.676470588235293,1,30
18033,31,0,10,31,31,27,10.67741935483871,2,28
1420,119,1,25,119,119,98,9.873949579831933,1,76
47110,9,0,2,9,9,9,13.0,1,9
1798,1,0,1,1,1,1,8.0,1,1
2232,183,0,57,179,183,168,12.737704918032787,1,89
38156,10,0,9,10,10,10,14.0,1,10
1813,33,0,13,31,33,30,11.181818181818182,1,30
44480,205,0,80,190,205,171,10.902439024390244,1,97
8708,80,0,37,80,80,55,9.6,2,59
6325,48,0,32,47,48,43,8.791666666666666,1,37
28445,73,0,8,72,73,66,11.424657534246576,1,62
35503,63,1,34,62,63,55,10.952380952380953,1,47
45987,15,0,5,15,15,15,10.6,1,14
17167,26,0,7,26,26,24,10.961538461538462,1,23
12538,128,9,30,120,128,114,11.890625,1,86
4228,112,0,46,112,112,84,10.9375,1,81
8941,61,0,35,60,61,56,11.442622950819672,1,41
15638,79,1,26,76,79,73,10.329113924050633,1,52
23993,81,0,22,81,81,72,11.234567901234568,1,66
55308,52,0,19,52,52,52,10.01923076923077,1,40
27583,16,0,12,16,16,15,12.375,1,15
38922,13,0,2,13,13,13,11.153846153846153,1,13
5051,41,0,11,39,41,37,12.78048780487805,1,23
22736,32,0,19,30,32,26,10.46875,1,27
635,102,0,18,98,102,98,11.352941176470589,1,73
62861,14,0,2,14,14,14,9.5,1,14
5084,109,7,52,106,109,90,10.807339449541285,1,76
16878,90,1,54,88,90,74,10.422222222222222,1,64
11179,70,0,28,70,70,61,10.32857142857143,1,47
13106,109,0,62,106,109,92,11.055045871559633,1,69
20077,41,0,37,41,41,41,10.951219512195122,1,33
46652,10,3,4,10,10,10,16.3,1,10
17321,28,0,25,26,28,27,9.75,1,22
50216,23,0,16,23,23,22,9.782608695652174,1,21
18829,26,0,10,26,26,24,12.346153846153847,1,21
47771,25,0,15,25,25,25,10.36,1,23
53375,89,0,60,88,89,73,12.191011235955056,1,64
32637,115,0,43,113,115,111,11.556521739130435,1,60
20035,50,0,30,50,50,48,11.14,1,43
47962,26,0,1,26,26,25,10.461538461538462,1,20
50046,6,0,1,6,6,5,16.833333333333332,1,6
12371,153,0,79,124,153,135,11.372549019607844,2,70
50006,8,0,8,8,8,8,9.25,1,8
9682,155,6,70,139,155,142,10.148387096774194,1,76
48568,4,0,4,4,4,4,10.5,1,4
43477,3,0,1,3,3,2,7.666666666666667,1,3
47961,12,0,6,12,12,12,14.916666666666666,2,12
6801,21,0,7,20,21,20,12.285714285714286,1,18
30227,7,0,2,7,7,7,8.0,4,7
8255,41,0,18,36,41,34,12.268292682926829,1,24
6854,39,0,16,38,39,36,13.35897435897436,1,31
32446,20,0,4,20,20,18,12.75,1,19
36766,39,0,8,37,39,38,10.179487179487179,2,34
36125,27,0,13,27,27,26,11.703703703703704,1,23
15380,24,0,8,24,24,23,11.291666666666666,1,21
35306,20,0,6,20,20,19,14.95,1,20
37262,39,0,31,38,39,38,14.205128205128204,4,31
28754,24,0,7,23,24,22,10.458333333333334,1,18
40318,7,0,2,7,7,7,13.285714285714286,1,7
14775,15,2,8,15,15,15,13.333333333333334,1,14
25319,17,0,14,17,17,16,11.470588235294118,1,15
18135,38,0,19,38,38,36,13.842105263157896,1,29
30198,26,0,5,26,26,26,11.0,1,14
13245,22,0,9,22,22,20,14.727272727272727,1,13
37553,29,0,14,27,29,27,10.482758620689655,1,26
8816,55,0,14,54,55,46,10.563636363636364,1,31
4200,123,1,43,122,123,100,11.341463414634147,1,84
11957,129,0,39,127,129,110,10.953488372093023,1,77
58148,46,3,23,43,46,42,10.630434782608695,1,37
1836,170,0,56,161,170,131,11.923529411764706,2,81
38446,52,0,16,51,52,46,11.846153846153847,1,45
27014,14,0,5,14,14,13,8.714285714285714,1,13
4583,87,0,36,82,87,77,12.367816091954023,1,52
11372,32,0,15,28,32,31,10.21875,1,23
51294,8,0,7,8,8,8,10.25,1,7
20318,25,17,7,25,25,24,11.96,1,23
5498,69,0,48,64,69,61,10.072463768115941,1,46
1730,20,0,13,20,20,17,13.1,1,20
5333,25,2,12,25,25,25,9.24,1,25
36137,29,0,4,29,29,25,12.413793103448276,1,25
35500,26,2,13,26,26,24,11.73076923076923,1,21
55089,5,0,2,5,5,5,16.4,2,5
35179,4,0,2,4,4,4,19.0,1,3
9075,37,1,17,36,37,34,11.27027027027027,1,30
44522,35,0,19,35,35,30,11.4,1,31
43837,33,1,28,33,33,32,14.181818181818182,1,26
61630,28,0,10,25,28,28,13.642857142857142,1,22
21898,12,0,6,12,12,12,10.75,1,10
12177,101,0,39,82,101,91,11.643564356435643,1,55
19635,54,0,36,53,54,49,10.185185185185185,1,46
25069,20,0,6,19,20,20,9.6,1,19
6540,103,0,73,101,103,96,11.339805825242719,1,60
268,54,2,34,52,54,48,9.981481481481481,1,46
11191,96,2,31,96,96,72,11.510416666666666,1,75
33911,15,0,6,15,15,15,9.4,1,14
54020,9,0,9,9,9,9,14.222222222222221,1,9
36694,23,1,3,23,23,22,9.652173913043478,1,21
18005,25,0,13,23,25,24,11.08,1,17
55260,5,0,2,5,5,5,8.6,1,5
20580,44,0,6,44,44,39,13.204545454545455,1,39
34185,27,0,10,27,27,25,10.777777777777779,1,22
28067,52,3,39,52,52,48,10.807692307692308,1,33
34586,7,0,4,7,7,7,8.571428571428571,1,7
10544,15,0,3,15,15,14,11.133333333333333,1,14
36167,56,0,35,56,56,50,9.964285714285714,2,47
2192,100,0,21,95,100,86,11.8,1,64
13596,56,0,24,56,56,43,9.964285714285714,1,49
31502,41,0,15,39,41,35,9.170731707317072,1,33
35717,32,0,12,31,32,28,11.25,1,27
44152,121,0,69,119,121,101,11.24793388429752,1,74
12769,75,0,32,75,75,69,10.306666666666667,1,46
33021,40,0,26,40,40,35,10.875,1,33
52534,2,0,1,2,2,2,10.0,1,2
47718,86,0,28,84,86,73,10.279069767441861,2,66
52794,48,0,23,48,48,42,9.645833333333334,1,36
30717,228,6,80,217,228,165,10.364035087719298,1,102
13075,48,2,21,46,48,41,9.5625,1,34
12050,54,0,16,53,54,48,10.722222222222221,1,40
12024,57,0,24,57,57,51,11.421052631578947,4,46
14470,23,0,6,23,23,21,12.217391304347826,1,22
37767,36,0,14,36,36,33,9.833333333333334,1,31
1693,20,0,13,19,20,19,8.65,1,16
14729,9,0,5,9,9,9,10.11111111111111,1,9
31516,16,0,3,16,16,16,11.125,1,16
4554,181,0,54,170,181,142,11.182320441988951,1,100
49841,19,3,4,18,19,18,8.894736842105264,1,17
11573,24,0,10,24,24,23,9.458333333333334,1,24
34680,92,6,38,90,92,83,11.445652173913043,2,62
26676,18,0,14,18,18,18,11.666666666666666,1,17
1270,78,0,52,78,78,68,11.923076923076923,1,58
11269,23,0,10,23,23,22,13.434782608695652,1,20
50529,8,0,6,8,8,8,11.875,1,7
529,166,0,67,164,166,125,11.042168674698795,1,94
57832,8,0,3,8,8,8,11.25,1,8
44101,55,0,13,55,55,44,11.272727272727273,1,48
934,79,0,42,78,79,72,11.177215189873417,1,60
46347,15,0,6,14,15,14,11.533333333333333,1,14
35324,9,0,6,8,9,9,10.0,1,8
34094,15,0,2,15,15,11,9.4,1,8
12572,192,0,12,189,192,138,11.354166666666666,3,87
7091,65,1,18,60,65,60,10.215384615384615,1,43
34922,14,0,8,14,14,14,12.214285714285714,1,13
24678,9,0,5,9,9,9,15.444444444444445,1,9
43469,11,0,6,11,11,10,13.090909090909092,1,11
58862,14,0,8,14,14,14,13.214285714285714,1,13
15954,13,0,1,13,13,13,10.923076923076923,1,12
61996,18,0,8,18,18,18,11.5,1,18
61509,5,1,4,5,5,5,10.6,1,5
410,67,0,21,64,67,57,10.417910447761194,1,45
5525,23,10,4,23,23,23,10.956521739130435,1,21
37833,4,0,4,4,4,4,9.25,1,4
12646,105,0,59,104,105,88,11.333333333333334,1,68
32399,43,0,18,43,43,38,12.0,2,38
7107,52,0,20,49,52,49,10.711538461538462,1,33
59344,18,0,9,18,18,18,10.722222222222221,1,15
338,26,0,11,26,26,26,11.576923076923077,1,23
10518,24,0,12,24,24,19,11.083333333333334,1,20
10436,22,0,7,22,22,21,11.681818181818182,2,19
1281,28,0,12,28,28,24,11.428571428571429,1,24
19031,33,0,12,30,33,33,10.181818181818182,2,24
66101,1,0,1,1,1,1,10.0,1,1
40645,27,0,8,27,27,25,9.555555555555555,1,23
6006,51,0,13,49,51,40,11.019607843137255,1,44
32170,148,0,34,146,148,115,12.35135135135135,1,98
20923,53,2,27,53,53,49,10.849056603773585,1,44
17646,39,0,11,38,39,36,9.666666666666666,2,28
49246,18,0,11,18,18,18,9.5,1,16
2823,47,0,41,47,47,45,9.48936170212766,2,39
52896,30,0,20,30,30,28,13.7,1,27
12008,22,0,4,22,22,20,8.909090909090908,1,18
51235,10,0,2,10,10,10,10.7,1,9
19011,15,0,9,15,15,15,9.933333333333334,1,15
34281,142,1,31,139,142,107,11.5,2,94
21450,32,0,17,31,32,30,9.71875,1,28
43892,143,0,35,138,143,102,10.258741258741258,5,95
47140,48,0,28,47,48,45,12.25,1,42
1404,173,0,45,171,173,152,11.22543352601156,1,113
19033,104,3,28,96,104,88,10.98076923076923,1,60
32750,12,0,5,12,12,12,12.583333333333334,1,12
43928,139,0,43,122,139,114,11.345323741007194,1,69
5778,54,0,11,54,54,46,11.925925925925926,1,32
33099,69,0,40,69,69,64,12.507246376811594,1,53
3607,36,0,24,35,36,35,10.11111111111111,1,31
24388,23,0,12,23,23,22,11.73913043478261,1,23
7179,50,0,31,50,50,49,11.24,2,41
10932,133,0,42,131,133,111,11.421052631578947,1,88
64780,16,0,6,15,16,14,12.5,1,12
10958,81,0,35,73,81,77,11.185185185185185,1,44
35060,13,0,6,13,13,13,11.153846153846153,1,11
10032,42,0,20,41,42,40,9.857142857142858,2,39
44678,37,0,23,35,37,33,15.91891891891892,1,25
5502,42,0,24,41,42,35,10.476190476190476,1,36
48717,46,1,24,46,46,43,11.0,1,41
8150,103,3,16,96,103,92,10.572815533980583,1,66
35573,52,0,25,52,52,49,9.538461538461538,1,41
14532,49,2,20,46,49,44,10.244897959183673,2,38
61771,2,0,0,2,2,2,9.5,1,2
5693,71,0,45,69,71,56,10.295774647887324,1,56
33205,13,0,3,13,13,13,12.23076923076923,2,13
9160,76,0,18,76,76,67,11.263157894736842,2,56
14242,54,2,18,53,53,48,9.833333333333334,1,39
42757,15,0,8,15,15,14,8.066666666666666,1,14
35838,1,0,0,1,1,1,7.0,1,1
1165,69,0,34,67,69,54,10.594202898550725,1,43
52052,13,0,9,13,13,13,11.923076923076923,1,13
6689,36,0,24,36,36,36,11.944444444444445,1,30
28368,63,0,16,61,63,55,12.0,1,41
18597,72,0,14,69,72,66,11.11111111111111,1,50
9460,16,0,3,16,16,15,16.0,1,12
47230,3,0,0,3,3,3,14.333333333333334,1,3
57657,32,0,19,32,32,30,11.28125,1,31
36983,28,0,17,28,28,28,11.464285714285714,1,24
60115,13,0,10,13,13,12,8.923076923076923,2,11
52844,13,0,3,13,13,13,12.076923076923077,1,12
466,187,1,47,176,187,156,10.6524064171123,1,89
46943,34,0,22,34,34,33,9.441176470588236,1,30
11426,64,0,7,61,64,49,10.125,1,46
18217,26,0,4,26,26,26,10.692307692307692,1,23
689,16,0,8,16,16,14,12.0,1,16
32895,74,0,26,74,74,64,10.68918918918919,1,56
44100,118,0,44,117,118,104,11.101694915254237,3,84
42069,100,0,31,99,100,83,10.97,2,74
473,66,0,38,62,66,62,11.909090909090908,1,43
6970,254,0,113,245,254,198,11.88976377952756,1,116
16162,115,1,35,115,115,94,12.617391304347827,2,64
8304,28,0,18,28,28,26,12.285714285714286,1,24
31942,34,0,21,34,34,33,11.794117647058824,1,27
31051,141,0,61,141,141,101,11.092198581560284,1,95
27436,15,0,10,15,15,15,8.8,1,15
25986,22,0,4,21,22,20,10.318181818181818,1,19
43967,11,0,4,11,11,11,13.0,2,11
19261,41,0,18,39,41,38,11.78048780487805,1,32
37895,53,0,14,53,53,48,11.150943396226415,1,46
33590,55,0,17,55,55,51,10.636363636363637,1,47
29763,19,0,6,19,19,19,11.68421052631579,1,17
4980,53,3,34,53,53,46,10.566037735849056,1,45
29537,21,0,7,21,21,19,9.761904761904763,2,18
10036,89,0,10,86,89,75,12.426966292134832,1,58
54256,8,0,5,8,8,8,9.0,1,8
23160,19,0,8,18,19,19,14.68421052631579,1,16
44018,8,0,7,8,8,8,13.0,1,8
3169,147,0,31,143,147,124,9.73469387755102,1,84
13275,39,0,32,39,39,33,8.871794871794872,3,33
8837,84,0,24,84,84,70,10.583333333333334,1,61
19949,1,0,0,1,1,1,8.0,1,1
7422,19,0,11,19,19,18,11.157894736842104,1,18
39312,50,0,18,50,50,46,10.04,1,44
13856,57,1,19,57,57,50,9.543859649122806,1,49
19267,29,0,8,29,29,29,9.689655172413794,2,24
33311,44,0,16,41,44,40,10.659090909090908,1,35
32240,40,0,23,40,40,39,11.0,2,32
7193,39,0,23,38,39,33,10.564102564102564,1,34
8742,56,0,29,55,56,51,12.375,2,45
1522,78,0,69,76,78,69,10.512820512820513,1,47
46091,37,0,11,37,37,36,11.64864864864865,1,33
17217,83,0,57,79,83,80,11.313253012048193,2,56
28471,1,0,0,1,1,1,6.0,1,1
21785,65,1,17,63,65,59,12.061538461538461,3,47
45366,31,0,17,31,31,26,9.516129032258064,1,28
22540,9,0,8,9,9,9,12.0,1,9
17044,99,0,27,96,99,85,12.474747474747474,2,70
24710,50,0,40,50,50,45,10.1,1,46
27129,17,0,4,17,17,17,8.470588235294118,1,16
599,67,0,36,63,67,56,9.850746268656716,4,48
58161,25,0,15,24,25,22,10.92,1,20
38807,2,0,2,2,2,2,7.5,1,2
1077,14,0,3,14,14,13,12.071428571428571,1,11
46122,14,0,11,14,14,14,10.071428571428571,1,13
8416,182,11,74,172,182,147,11.131868131868131,1,106
44131,35,0,13,34,35,33,10.857142857142858,2,24
52765,22,0,2,22,22,21,11.954545454545455,1,19
58276,9,0,3,9,9,8,9.777777777777779,1,9
4528,22,0,16,22,22,20,9.545454545454545,1,20
326,92,0,48,86,92,85,10.608695652173912,1,58
31041,74,0,14,73,74,62,10.391891891891891,1,52
48284,21,0,8,21,21,21,10.19047619047619,1,19
4320,132,0,42,126,132,105,10.719696969696969,2,82
34632,82,0,28,80,82,70,11.024390243902438,1,56
49763,24,0,7,24,24,23,11.958333333333334,1,19
23313,20,0,12,19,20,19,11.65,2,15
31621,86,0,30,84,86,79,10.69767441860465,2,63
16580,6,0,4,6,6,6,7.666666666666667,1,6
29014,4,0,4,4,4,4,9.75,1,4
14312,37,0,20,36,37,36,10.18918918918919,1,29
35138,14,0,11,13,14,11,11.785714285714286,1,13
41218,63,1,19,54,63,58,12.793650793650794,1,24
8931,32,0,18,32,32,30,10.96875,1,31
11729,147,0,25,145,147,120,10.843537414965986,1,89
31990,63,0,45,63,63,53,10.555555555555555,1,45
486,33,0,5,33,33,33,11.909090909090908,1,24
10492,26,1,12,24,26,24,13.038461538461538,1,18
34556,44,0,5,44,44,35,11.75,1,39
18095,21,0,9,21,21,21,13.666666666666666,1,13
10063,17,0,11,17,17,15,11.176470588235293,2,15
43897,24,0,11,24,24,22,11.666666666666666,1,22
332,107,0,45,100,107,90,10.607476635514018,1,58
42269,117,0,36,110,117,114,10.863247863247864,1,70
14924,71,0,22,70,71,63,11.788732394366198,2,45
7660,14,0,4,14,14,13,14.285714285714286,1,14
19465,35,0,9,35,35,34,10.6,1,30
46097,27,0,18,27,27,24,10.25925925925926,1,25
13693,19,0,10,19,19,19,9.894736842105264,2,18
40240,28,0,9,28,28,24,10.964285714285714,2,24
44409,71,1,22,69,71,67,12.028169014084508,1,48
5849,58,0,8,58,58,56,11.775862068965518,1,46
55032,25,0,10,25,25,24,13.32,1,23
8198,71,0,11,71,71,57,11.070422535211268,1,58
5174,34,0,4,33,34,28,9.617647058823529,1,24
31220,93,0,23,93,93,76,11.473118279569892,2,68
6521,138,11,31,134,138,115,9.985507246376812,1,68
11764,3,0,2,3,3,3,14.333333333333334,1,3
7206,37,0,12,35,37,36,11.054054054054054,1,29
35431,28,0,22,27,28,27,10.428571428571429,1,22
3154,25,0,15,24,25,22,10.44,1,21
47776,4,0,3,4,4,4,10.0,1,4
59755,17,0,9,17,17,17,11.176470588235293,1,16
2863,51,0,20,51,51,47,12.823529411764707,1,41
28102,23,0,5,23,23,23,9.608695652173912,1,20
59238,2,0,1,2,2,2,9.5,1,2
40923,28,0,16,27,28,26,12.0,1,25
9084,50,0,24,49,50,41,10.94,1,37
31537,73,0,25,73,73,64,10.821917808219178,1,53
4680,48,0,23,45,48,33,10.770833333333334,1,31
4865,77,0,13,77,77,61,11.012987012987013,1,52
9072,48,0,9,48,48,46,9.770833333333334,1,40
44379,60,0,10,58,60,58,10.966666666666667,1,43
21025,55,0,18,54,55,49,10.290909090909091,1,46
42416,19,0,16,19,19,18,10.421052631578947,2,18
58097,43,1,10,40,43,40,11.69767441860465,1,27
45355,19,0,6,19,19,18,10.157894736842104,1,18
30977,74,0,10,73,74,64,10.027027027027026,1,54
30594,136,0,37,125,136,115,11.941176470588236,1,70
29685,53,0,3,48,53,45,12.377358490566039,1,29
49596,6,0,2,6,6,6,9.833333333333334,1,6
